5,101BDE,"101ST Infantry (THREE RED ARROWS) Brigade, 1ST Division, PA"
5,101CO,101ST CONTRACTING OFFICE
5,102BDE,"102ND Infantry (IGSOON) Brigade, 1st  Division, PA"
5,103Bde,"103RD Infantry (HARIBON) Brigade, 1st Division, PA"
5,104BDE,"104th Infantry (SULTAN) Brigade, 1ST Division, PA"
5,10IB,"10TH Infantry (STEADY ON) Battalion, 1st Division, PA"
5,11DRC,"11TH Reconnaissance (KAAKIBAT) Company, 1st Division, PA"
5,12DRC,"12TH Reconnaissance (MAFUERZA) Company, 1ST Division, PA"
5,14DRC,"14TH Reconnaissance (FINDERS) Company, 1ST Division, PA"
5,15DRC,"15TH Reconnaissance  Company, 1ST Division, PA"
5,15IB,"15TH Infantry (MOLAVE WARRIOR) Battalion, 3RD Division, PA   "
5,16FPAO,"16TH Field Public Accountability Office, APAO, PA"
5,16IB,16TH INFANTRY (MAGLILINGKOD) BATTALION
5,18IB,"18TH Infantry (DEO ET PATRIA) Battalion, 1st Division, PA"
5,1ATG,"1st Army Training Group, TRADOC, PA"
5,1CAV,"1ST Cavalry (TAGAPANGUNA) Squadron, MID, PA"
5,1CMOBN,"1ST Civil Military Operations (MAHIGALAON) Battalion, 1st Division, PA"
5,1DENTAL,"1ST Dental Detachment, 1st Division, PA"
5,1DTS,"1ST Division Training Unit, 1st Division, PA"
5,1FAB,"1st Field Artillery (BEAT ‘ EM) Battalion, Army Artillery Regiment, PA"
5,1FSMC,1ST FORWARD SUPPORT MEDICAL COMPANY
5,1MIB,1ST MILITARY INTELIGENCE BATTALION
5,1PED,"1ST Post Engineer Detachment, 1st Division, PA"
5,1SIGBN,"1ST Signal Battalion, Army Signal Regiment (P) PA"
5,21IB,"21ST Infantry (INVINCIBLE) Battalion, 5ID, PA"
5,2MECH,"2ND Mechanize Infantry (MAGBALANTAY) Brigade, MID, PA"
5,32IB,"32ND Infantry (DAREDEVIL) Battalion, 1st Division, PA"
5,35IB,"35TH Infantry (MAKAMANDAG) Battalion, 1st Division, PA"
5,40IB,40TH INFANTRY BATTALION
5,41IB,"41ST Infantry  (PARTNER FOR PEACE) Battalion, 5ID, PA"
5,44IB,"44TH Infantry (AGILE  N’ STABLE ) Battalion, 1st Division, PA"
5,4MECH,"4TH Mechanize Infantry (KALASAG) Battalion, MID, PA"
5,4SFBN,"4TH Special Forces Battalion, SFR, SOCOM, PA"
5,501BDE,"501ST Infantry (VALIANT) Brigade, 5ID, PA"
5,501ST,"501ST INFANTRY (VALIANT) BRIGADE, 5ID, PA"
5,51IB,"51ST Infantry (FUERTE UNO) Battalion, 1st Division, PA"
5,53IB,"53RD Infantry  (MATAPAT) Battalion, 1st Division, PA"
5,55IB,55TH INFANTRY BATTALION
5,5IB,"5TH Infantry (DUTY BOUND) Battalion, 1ST Division, PA"
5,5MECH,"5th  Mechanize Infantry (KAAGAPAY) MID, PA"
5,64IB,64TH INFANTRY (KNIGHTS) BATTALION
5,65IB,65TH INFANTRY (STALWART) BATTALION
5,6SFBn,6TH SPECIAL FORCES (LIONHEART) BATTALION
5,9FAU,9th Field Accounting Unit
5,9FPAO,9TH FIELD PROPERTY ACCOUNTABILITY OFFICE
5,9FSFO,9TH FINANCE SERVICE FIELD OFFICE FINANCE CENTER PHILIPPINE ARMY
5,9FSSU,9TH FIELD SERVICE SUPPORT UNIT
5,9ISU,9TH INTELLIGENCE SECURITY UNIT
5,9RCDG,9TH RESERVE COMMAND
5,ADC,OFFICE OF THE ASSISTANT DIVISION COMMANDER
5,AHO_HHSG,ARMY HOUSING OFFICE
5,AHRO_HHSG,ARMY HUMAN RIGHTS OFFICE
5,APMC,"ARMY PERSONNEL MANAGEMENT CENTER , PA"
5,AREO_HHSG,OFFICE OF THE ARMY REAL ESTATE OFFICE
5,CPO,CIVILIAN PERSONNEL OFFICE
5,DIVHQS,"1ST INFANTRY (TABAK) DIVISION, PHILIPPINE ARMY"
5,DPAO,DIVISION PUBLIC AFFAIRS OFFICE
5,G4IB,64TH INFANTRY (KNIGHTS) BATTALION
5,GSMO,GOVERNANCE AND STRATEGY MANAGEMENT OFFICE
5,HHSBN,HEADQUARTERS AND HEADQURTERS SERVICE BATTALION
5,IG,OFFICE OF THE DIVISION INSPECTOR GENERAL
5,JAGO,OFFICE OF THE DIVISION JUDGE ADVOCATE
5,KCSSH,KUTA CESAR SANG-AN STATION HOSPITAL
5,MFO,OFFICE OF THE DIVISION MANAGEMENT FISCAL OFFICE
5,MPCOY,MILITARY POLICE COMPANY
5,OCS,OFFICE OF THE CHIEF OF STAFF
5,ODA,"Office of the Division Adjutant, 1st Infantry (TABAK) Division, Philippine Army"
5,ODC,OFFICE OF THE DIVISION COMMANDER
5,ODSM,OFFICE DIVISION SARGEANT MAJOR
5,OG1,OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR PERSONNEL G1
5,OG2,OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE G2
5,OG3,OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR OPERATIONS G3
5,OG4,OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR LOGISTICS G4
5,OG6,OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR COMMUNICATION ELECTRONIC INFORMATION SYSTEM G6
5,OG7,OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR CIVIL MILITARY OPERATIONS G7
5,OG7PA HHSG,"OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR CMO, G7, PA"
5,OG8,OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR EDUCATION G8
5,OSGS,OFFICE OF THE SECRETARY GENERAL STAFF
5,PGAO,PENSION GRATUITY ASSISTANT OFFICE
5,SDO,SPECIAL DISBURSEMENT OFFICE
5,SSBN,SERVICE SUPPORT BATTALION
5,TFZ,TASK FORCE ZAMBOANGA
6,102CO,"102ND CONTRACTING OFFICE, ARMED FORCES OF THE PHILIPPINES PROCUREMENT SERVICE"
6,1362DD,"1362ND DENTAL DETACHMENT, ASH, 2ID, PA"
6,16IBN,"16TH INFANTRY (MAGLILINGKOD) BATTALION, 2ID, PA"
6,1IBN,"1ST INFANTRY (ALWAYS FIRST) BATTALION, 2ID, PA"
6,201BDE,"201ST INFANTRY (KABALIKAT) BRIGADE, 2ID, PA"
6,202BDE,"202ND INFANTRY (UNIFIER) BRIGADE, 2ID, PA"
6,203BDE,"203RD INFANTRY (BANTAY KAPAYAPAAN) BRIGADE, 2ID, PA"
6,21DRC,"21ST DIVISION RECONNAISSANCE (HUNTERS) COMPANY, 2ID, PA"
6,22DRC,"22ND DIVISION RECONNAISSANCE (PATHFINDERS) COMPANY, 2ID, PA"
6,23DRC,"23RD DIVISION RECONNAISSANCE (LIGHTNING) COMPANY, 2ID, PA"
6,2CAV,"2ND CAVALRY SQUADRON MECHANIZED, DIVISION, PA"
6,2CMOBN,"2ND CIVIL MILITARY OPERATIONS BATTALION, 2ID, PA"
6,2DTS,DIVISION TRAINING SCHOOL
6,2ID,"2ND INFANTRY (JUNGLE FIGHTER) DIVISION, PHILIPPINE ARMY"
6,2MIBN,"2MIBN, 2ID, PA"
6,2PED,2ND POST ENGINEER DETACHMENT
6,2SIGBN,"2SIG BN, ASR (P)"
6,4FSSU,"4FSSU, ASCOM, PA"
6,4IBN,"4TH INFANTRY (SCORPION) BATTALION, 2ID, PA"
6,4ISU,"4ISU, ISG, PA"
6,59IBN,"59TH INFANTRY (PROTECTOR) BATTALION (CAFGU), 2ID, PA"
6,74IBN,"74TH INFANTRY (UNBEATABLE) BATTALION, 2ID, PA"
6,76IBN,"76TH INFANTRY (VICTRIX) BATTALION, 2ID, PA"
6,80IBN,"80TH INFANTRY (STEADFAST) BATTALION, 2ID, PA"
6,85IBN,"85TH INFANTRY (SANDIWA) BATTALION, 2ID, PA"
6,ASH,"ARMY STATION HOSPITAL, 2ID, PA"
6,DRCAO,DIVISION RECONNAISSANCE COMPANY ADMINISTRATIVE OFFICE
6,HHSBN,"HHSBN, 2ID, PA"
6,ODCH,OFFICE OF THE DIVISION CHAPLAIN SERVICE
6,SSBn,"SERVICE SUPPORT (PROVIDER) BATTALION, 2ID, PA"
7,"CPSH, 3ID, PA","CAMP PERALTA STATION HOSPITAL, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"103CO, AFPPS","103RD CONTRACTING OFFICE, ARMED FORCES OF THE PHILIPPINES PROCUREMENT SERVICE, GENERAL HEADQUARTERS"
7,"11IB, 3ID, PA","11TH INFANTRY (LAPU- LAPU) BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,12IB,"12TH INFANTRY (CAFGU) BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,301BDE,"301ST INFANTRY BRIGADE, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,302BDE,"302 INFANTRY BRIGADE, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"303RD BDE, 3ID, PA","303RD INFANTRY (BROWN- EAGLE) BRIGADE, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"31DRC, 3ID, PA","31ST DIVISION RECONNAISSANCE COMPANY, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"32DRC, 3ID, PA","32ND DIVISION RECONNAISSANCE COMPANY, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,33DRC,"33RD DIVISION RECONNAISSANCE COMPANY, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,3CMOBN,"3RD CIVIL MILITARY OPERATION BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,3DTS,"DIVISION TRAINING SCHOOL, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,3FAB,"3RD FIELD ARTILLERY (HELL EVERY SHELL) BATTALION,3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARM Y"
7,"3FSMC, 3ID, PA","3RD FORWARD SUPPORT MEDICAL COMPANY, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"3FSMC, SSBN","3RD FORWARD SUPPORT MEDICAL COMPANY, SSBN, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"3MIBN, 3ID, PA","3RD MILITARY INTELLIGENCE BATALLION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"3SIGBN, ASR, PA","3rd Signal Battalion, Army Signal Regimen, Philippine Army"
7,"47IB, 3ID, PA","47TH INFANTRY (KATAPATAN) BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,552ECB,"552nd Engineer Construction Battalion, 53rd Engineer Brigade, Philippine Army"
7,552ECBN,"552 ENGINEER CONSTRUCTION BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"61IB, 3ID, PA","61ST INFANTRY (HUNTER) BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,62IB,"62ND INFANTRY (UNFIER) BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"6FAU, AS PA","6TH FIELD ACCOUNTING UNIT, ACCOUNTING SERVICE, PHILIPPINE ARMY"
7,"6FPAO, 3ID, PA","6TH FIELD PROPERTY ACCOUNTABILITY OFFICE, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,6FSSU,"6TH FORWARD SERVICE SUPPORT UNIT, ARMY SUPPORT COMMAND, PHILIPPINE ARMY"
7,6LACT,"6th Light Armored Cavalry (Paghiliugyon) Troop(s), Mechanized Infantry Division, Philippine Army"
7,"6RCDG, 3ID, PA","6TH REGIONAL COMMUNITY DEFENSE GROUP, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,79IB,"79TH INFANTRY BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"82IB, 3ID, PA","82ND INFANTRY (BANTAY-LAYA) BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,CPSH,"CAMP PERALTA STATION HOSPITAL, 3RD INFANTRY DIVISION, PHILIPPINE ARMY"
7,"DENTAL DET, CPSH","DENTAL DET, CAMP PERALTA STATION HOSPITAL, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,H3ID,"HEADQUARTERS, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"H3ID, PA","Headquarters, 3rd Infantry (Spearhead) Division, Philippine Army"
7,"HHSBN, 3ID, PA","HEADQUARTERS AND HEADQUARTERS SERVICE BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,PED,"POST ENGINEER DETACHMENT, HHSBn, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,PGAO,"PENSION AND GRATUITY ASSISTANCE OFFICE, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,SSBn,"SERVICE SUPPORT BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
7,"SSBN, 3ID, PA","HEADQUARTERS AND HEADQUARTERS SERVICE BATTALION, 3RD INFANTRY (SPEARHEAD) DIVISION, PHILIPPINE ARMY"
8,4ID,4TH INFANTRY (DIAMOND) DIVISION
8,104CO,104TH CONTRACTING OFFICE
8,10FPAO,10TH FIELD PROPERTY ACCOUNTABILITY OFFFICE
8,10FSSU,10TH FORWARD SERVICE SUPPORT UNIT
8,10ISU,10TH INTELLIGENCE SECURITY UNIT
8,1SFBN,1ST SPECIAL FORCES BATTALION
8,23IB,23rd Infantry Battalion
8,26IB,26TH INFANTRY BATTALION
8,29IB,29th INFANTRY BATALLION
8,2SFBN,2ND SPECIAL FORCES BATTALION
8,30IB,30 INFANTRTY (PHYTON) BATALLION
8,36IB,36TH INFANTRY BATTALION
8,3SFBN,3RD SPECIAL FORCES BATTALION
8,401BDE,401ST INFANTRY BRIGADE
8,402BDE,402ND INFANTRY BRIGADE
8,403BDE,403RD INFANTRY BRIGADE
8,41DRC,41ST DIVISION RECONNAISSANCE COMPANY
8,42DRC,42ND DIVISION RECONNAISSANCE COMPANY
8,43DRC,43RD DIVISION RECONNAISSANCE COMPANY
8,4ATG,4TH ARMY TRAINING GROUP
8,4CMOBN,4TH CIVIL MILITARY OFFICE BATTALION
8,4FAB,4th Field Artillery Battalion
8,4LACT,4TH LIGHT ARMOR COMPANY
8,4MIB,4TH MILITARY INTELLIGENCE BATTALION
8,4SBN,"4TH SIGNAL BATALLION, ARMY SIGNAL REGIMENT, (P)"
8,"4SBn, ASR (P)","4th Signal Battalion, Army Signal Regiment (P)"
8,4SSBN,4TH SERVICE SUPPORT BATTALION
8,58IB,58TH INFANTRY BATTALION
8,8IB,8TH INFANTRY BATTALION
8,CESH,CAMP EVANGELISTA STATION HOSPITAL
8,CPO,CIVILIAN PERSONNEL OFFICE
8,DENTAL,1364TH DENTAL
8,HHSBN,HEADQUARTERS & HEADQUARTERS SERVICE BATTALION
8,"S4, 23IB, 4ID, PA",23RD INFANTRY BATTALION
9,105CO,"105TH CONTRACTING OFFICE, ARMED FORCES OF THE PHILIPPINES PROCUREMENT SERVICE"
9,17IB,"17TH INFANTRY BATTALION, 5TH INFANTRY (STAR) DIVISION, PHILIPPINE ARMY"
9,1LACT(S),"1ST LIGHT ARMORED CAVALRY TROOPS, MECH DIV, PA"
9,2FPAO,"OFFICE OF THE FIELD PROPERTY ACCOUNTABLE OFFICER, ARMY PROPERTY ACCOUNTABLE OFFICER, PHILIPPINE ARMY"
9,2FSSU,"2ND FORWARD SERVICE SUPPORT UNIT, ASCOM, PA"
9,2ISU,"2ND INTELLIGENCE AND SECURITY UNIT, INTELLIGENCE SECURITY GROUP, PA"
9,2RCDG,"2ND REGIONAL COMMUNITY DEFENSE GROUP, ARESCOM"
9,502BDE,"502ND INFANTRY (LIBERATOR) BRIGADE 5TH ID, PA"
9,503BDE,"503RD INFANTRY (JUSTICE & PEACE) BRIGADE, 5ID, PA"
9,50IB,"50TH INFANTRY BATTALION, 5TH INFANTRY (STAR) DIVISION, PHILIPPINE ARMY"
9,51DRC,"51ST DIVISION RECONNAISSANCE COMPANY, 5TH INFANTRY (STAR) DIVISION, PHIL ARMY"
9,52DRC,"52ND DIVISION RECONNAISSANCE (IMMORTAL) COMPANY, 5TH INFANTRY (STAR) DIVISION, PHILIPPINE ARMY"
9,53DRC,"53RD DIVISION RECONNAISSANCE (ALAMID) COMPANY, 5ID, PA"
9,54IB,"54TH INFANTRY BATTALION, 5TH INFANTRY (STAR) DIVISION, PHILIPPINE ARMY"
9,5ATG,"5TH ARMY TRAINING GROUP, TRADOC, PA"
9,5CMOBN,"5TH CIVIL-MILITARY OPERATIONS BATTALION, 5TH INFANTRY DIVISION, PA"
9,5DENTAL,"5TH DENTAL DETACHMENT, CMFDCSH, 5TH INFANTRY DIVISION, PHILIPPINE ARMY"
9,5MIB,"5TH MILITARY INTELLIGENCE BATTALION, 5TH INFANTRY DIVISION, PHILIPPINE ARMY"
9,5PED,"5TH POST ENGINEER DETATCHMENT, HHSBn, 5TH INF DIV, PA"
9,5SIGNAL,"5TH SIGNAL BATTALION, ARMY SIGNAL REGIMENT, PHIL ARMY"
9,77IB,"77TH INFANTRY BATTALION, 5TH INFANTRY (STAR) DIVISION, PHIL ARMY"
9,86IB,"86TH INFANTRY BATTALION, 5TH INFANTRY (STAR) DIVISION, PA"
9,CMFDCSH,"CAMP MELCHOR F DELA CRUZ STATION HOSPITAL, 5ID, PA"
9,DENTAL,"5TH DENTAL DETACHMENT, CMFDCSH, 5TH INFANTRY DVISION, PHILIPPINE ARMY"
9,DTS,"DIVISION TRAINING SCHOOL, 5TH INFANTRY (STAR) DIVISION, PA"
9,GAD,"GENDER AND DEVELOPMENT (GAD), OG1, 5TH INFANTRY DIVISION, PA"
9,HSBn,"HEADQUARTERS SERVICE BATTALION, 5TH INFANTRY DIVISION, PHILIPPINE ARMY"
9,OG1,"OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR PERSONNEL, G1, 5TH INFANTRY DVISION, PHILIPPINE ARMY"
9,OG2,"OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR INTELLIGENCE, G2, 5TH INFANTRY DIVISION, PHILIPPINE ARMY"
9,OG3,"OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR OPERATIONS, G3"
9,OG4,"OFFICE OF THE CHIEF OF STAFF FOR LOGISTICS, G4, 5TH INFANTRY DIVISION, PHILIPPINE ARMY"
9,OG6,"OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR CEIS, G6, 5TH INFANTRY DVISION, PHILIPPINE ARMY"
9,OG7,"OFFICE OF THE ASSISTANT CHIEF OF STAFF FOR CMO,G7"
9,SSBn,"SERVICE SUPPORT BATTALION, 5TH INFANTRY (STAR) DIVISION, PHILIPPINE ARMY"
10,"106TH CO,AFPPS",106TH CONTRACTING OFFICE ARMED FORCES OF THE PHILIPPINES PROCUREMENT SERVICE
10,12FSFO,12TH Finance Service Field Office
10,"12FSSU, ASCOM, PA","12 FORWARD SERVICE SUPPORT UNIT ARMY SUPPORT COMMAND, PA"
10,"12ISU, ISG. PA","12TH INTELLIGENCE AND SECURITY UNIT, ISG PA"
10,12RCDG,12TH REGIONAL COMMUNITY DEFESE GROUP ARMY RESERVE COMMAND
10,"1MECH BDE, DIV, PA","1ST MECHANIZED INFANTRY (MAAASAHAN) BRIGADE, MID, PA"
10,"1MECHBn, MID, PA","1ST MECHANIZED INFANTRY (LAKAN) BATTALION, MECH DIV, PA"
10,2nd MECHBn,"2ND MECHANIZED INFANTRY (MAKASAG) BATTALION, MECH DIV, PA"
10,"33IB, 6ID, PA","33RD INFANTRY (MAKABAYAN) BATTALION, 6ID, PA"
10,"34IB, 8ID, PA",34TH INFANTRY (REALLIABLE) BATALLION PA
10,"37IB, 6ID,PA","37TH INFANTRY (CONQUEROR) BATTALION, PA"
10,"38IB,6ID, PA","38TH INFANTRY (WE CLEAR) BATTALION, 6ID, PA"
10,"3LACT(S) ,MID, PA","3LACT(S), (KATAPANGAN)  MECHANIZED INFANTRY DIVISION, PHILIPPINE ARMY"
10,"3RD EODC, EODBN",3RD EXPLOSIVE ORDINANCE DISPOSAL COMPANY EOD BATALLION
10,40IB,"40TH INFANTRY (MAGITING) BATTALION, 6ID, PA"
10,"45IB, 5IB, PA","45TH INFANTRY (GALLANT) BATTALION, 5IB, PA"
10,"57IB, PA","57TH INFANTRY (MASIKAP) BATTALION, 6ID, PA"
10,"5SFBn(A), SFR(A), SOCOM, PA","5TH SPECIAL FORCES BATTALION (AIRBORNE) SPECIAL FORCE REGIMENT (AIRBORNE), SOCOM, PA"
10,601BDE,"601ST INFANTRY (UNIFIRE) BRIGADE, 6TH INF (K), DIV,PA"
10,"602BDE, 6ID, PA","602ND INFANTRY (LIBERATOR) BRIGADE, 6ID, PA"
10,603BDE,"603RD INFANTRY (PERSUADER) BRIGADE, 6TH INF (K), PA"
10,61DRC,61ST DIVISION RECONNAISSANCE (SOARER) COMPANY
10,"62ND, DRC",62ND DIVISION RECONNAISANCE (WARHAWKS) COMPANY
10,"63DRC, 6ID, PA",63RD DIVISION RECONNAISANCE ( WE SEARCH ) COMPANY
10,6ATG PA,"6TH ARMY TRAINING GROUP, TRADOC, PA"
10,"6DTS, 6ID, PA","6TH DIVISION TRAINING SCHOOL 6TH INFANTRY (K) DIVISION, PHILIPPINE ARMY"
10,"6FAB, AAR, PA","6TH FIELD ARTILLERY ( DEADLY ACCURATE) BATTALION ARMY ARTILLERY REGIMENT, PHILIPPINE ARMY"
10,6IB,"6TH INFANTRY (REDSKIN) BATTALION, 6ID, PA"
10,"6ID, PA","6INFANTRY (KAMPILAN) DIVISION, PA"
10,6MIB,"6TH MILITARY INTELLIGEN (ALWAYS AHEAD) BATTALION, 6ID, PA"
10,"6SIGBN, ASR (P)","6TH SIGNAL BATTALION, ARMY SIGNAL RIGEMENT, (P)"
10,"75IB, 6ID, PA",75TH INFANTRY (MARAUDER) BATALLION PA
